UniqueReferenceNumber(URN) ,IncidentDate,IncidentCategory,ProductType,ProductOriginCountry ,NotifierType
ICID00034125,2019-03-01,CHEMET,N/A,United Kingdom (GB),FSA England
ICID00034126,2019-03-01,Pesticide Residues,Fruits & Vegetables,Pakistan (PK),Border Inspection Posts (BIPs)
ICID00034127,2019-03-01,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Germany (DE),RASFF
ICID00034128,2019-03-01,Pesticide Residues,Fruits & Vegetables,India (IN),Port Health Authority (PHA)
ICID00034129,2019-03-01,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,France (FR),RASFF
ICID00034130,2019-03-01,Allergens,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00034131,2019-03-01,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Poland (PL),RASFF
ICID00034132,2019-03-01,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Local Authority
ICID00034139,2019-03-01,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Food Standards Scotland (FSS)
ICID00034140,2019-03-01,Pathogenic Micro-Organisms,Milk & Milk Products,United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00034150,2019-03-01,Mycotoxins,Prepared Dishes & Snacks,India (IN),RASFF
ICID00034174,2019-03-01,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),United Kingdom (GB),Local Authority
ICID00034133,2019-03-03,Allergens,Cereals & Bakery Products,United Kingdom (GB),FSA Policy
ICID00034134,2019-03-03,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00034136,2019-03-03,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Public Analyst / Laboratory
ICID00034138,2019-03-04,Pathogenic Micro-Organisms,Milk & Milk Products,United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00034141,2019-03-04,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),RASFF
ICID00034142,2019-03-04,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Industry
ICID00034143,2019-03-04,Food Additives & Flavourings,Non-Alcoholic Beverages,China (CX),Border Inspection Posts (BIPs)
ICID00034144,2019-03-04,Biocontaminants,Herbs & Spices,United States (US),RASFF
ICID00034145,2019-03-04,Biocontaminants,Herbs & Spices,United States (US),RASFF
ICID00034146,2019-03-04,Pesticide Residues,Fruits & Vegetables,Pakistan (PK),Border Inspection Posts (BIPs)
ICID00034147,2019-03-04,Pathogenic Micro-Organisms,Milk & Milk Products,France (FR),RASFF
ICID00034148,2019-03-04,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs)
ICID00034158,2019-03-04,CHEMET,N/A,United Kingdom (GB),Fire Services
ICID00034162,2019-03-04,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF
ICID00034149,2019-03-05,Biotoxins (other),Poultry Meat & Poultry Meat Products,United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00034152,2019-03-05,Foreign Bodies,Soups / Broths / Sauces & Condiments,United Kingdom (GB),FSA England
ICID00034153,2019-03-05,Clandestine Detection,Fruits & Vegetables,France (FR),Home Office / Border Force
ICID00034154,2019-03-05,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF
ICID00034155,2019-03-05,Allergens,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00034157,2019-03-05,Allergens,Cereals & Bakery Products,United Kingdom (GB),General Public
ICID00034161,2019-03-05,Food Additives & Flavourings,Confectionery,Spain (ES),RASFF
ICID00034170,2019-03-05,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs)
ICID00034207,2019-03-05,Adulteration / Fraud,Honey & Royal Jelly,United Kingdom (GB),Administrative Assistance & Cooperation System (AAC)
ICID00034156,2019-03-06,Adulteration / Fraud,Meat & Meat Products (other than poultry),United Kingdom (GB),Local Authority
ICID00034159,2019-03-06,Pesticide Residues,Fruits & Vegetables,Kenya (KE),Border Inspection Posts (BIPs)
ICID00034160,2019-03-06,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,United Kingdom (GB),Food Standards Scotland (FSS)
ICID00034163,2019-03-06,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF
ICID00034164,2019-03-06,Labelling Absent / Incomplete / Incorrect,Other Food Product / Mixed,United Kingdom (GB),Department of Health (DH)
ICID00034165,2019-03-06,Packaging Defective / Incorrect,Water,United Kingdom (GB),EU Member States
ICID00034166,2019-03-06,Pesticide Residues,Fruits & Vegetables,South Africa (ZA),RASFF
ICID00034167,2019-03-06,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs)
ICID00034192,2019-03-06,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),General Public
ICID00034168,2019-03-07,Pesticide Residues,Nuts / Nut Products / Seeds,Kenya (KE),Border Inspection Posts (BIPs)
ICID00034169,2019-03-07,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs)
ICID00034172,2019-03-07,Food Additives & Flavourings,Fats & Oils,Ghana (GH),RASFF
ICID00034173,2019-03-08,Pesticide Residues,Nuts / Nut Products / Seeds,Kenya (KE),Port Health Authority (PHA)
ICID00034175,2019-03-08,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),United Kingdom (GB),Food Standards Scotland (FSS)
ICID00034176,2019-03-08,Mycotoxins,Fruits & Vegetables,Turkey (TR),Port Health Authority (PHA)
ICID00034177,2019-03-08,Labelling Absent / Incomplete / Incorrect,Soups / Broths / Sauces & Condiments,United Kingdom (GB),Administrative Assistance & Cooperation System (AAC)
ICID00034178,2019-03-08,Heavy Metals,Fish & Fish Products,Spain (ES),RASFF
ICID00034179,2019-03-08,Clandestine Detection,Cereals & Bakery Products,Germany (DE),Home Office / Border Force
ICID00034180,2019-03-08,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
