UniqueReferenceNumber(URN) ,IncidentDate,IncidentCategory,ProductType,ProductOriginCountry ,NotifierType
ICID00034540,2019-05-01,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Turkey (TR),Border Inspection Posts (BIPs)
ICID00034541,2019-05-01,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Turkey (TR),Border Inspection Posts (BIPs)
ICID00034542,2019-05-01,Poor or Insufficient Controls,Fruits & Vegetables,Turkey (TR),Border Inspection Posts (BIPs)
ICID00034543,2019-05-01,Composition,Cereals & Bakery Products,Jamaica (JM) ,Border Inspection Posts (BIPs)
ICID00034544,2019-05-01,Pathogenic Micro-Organisms,Feed Materials,United Kingdom (GB),Industry
ICID00034545,2019-05-01,Foreign Bodies,Prepared Dishes & Snacks,United Kingdom (GB),Local Authority
ICID00034546,2019-05-01,Heavy Metals,Milk & Milk Products,United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00034547,2019-05-02,Packaging Defective / Incorrect,Meat & Meat Products (other than poultry),Ireland (IE),Local Authority
ICID00034548,2019-05-02,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00034549,2019-05-02,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs)
ICID00034550,2019-05-02,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Border Inspection Posts (BIPs)
ICID00034551,2019-05-02,Chemical Contamination (other),Dietetic Foods / Food Supplements / Fortified Foods,China (CX),RASFF
ICID00034552,2019-05-02,Foreign Bodies,Food Contact Materials,Sweden (SE),RASFF
ICID00034553,2019-05-03,Mycotoxins,Nuts / Nut Products / Seeds,China (CX),Port Health Authority (PHA)
ICID00034554,2019-05-02,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00034555,2019-05-03,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,United States (US),RASFF
ICID00034556,2019-05-03,Allergens,Soups / Broths / Sauces & Condiments,United Kingdom (GB),Industry
ICID00034557,2019-05-03,Poor or Insufficient Controls,Prepared Dishes & Snacks,United Kingdom (GB),Local Authority
ICID00034558,2019-05-03,Pathogenic Micro-Organisms,Fruits & Vegetables,Belgium (BE),Local Authority
ICID00034559,2019-05-03,Chemical Contamination (other),Confectionery,United Kingdom (GB),EU Member States
ICID00034560,2019-05-03,Poor or Insufficient Controls,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00034561,2019-05-03,CHEMET,N/A,United Kingdom (GB),Fire Services
ICID00034562,2019-05-03,Clandestine Detection,Confectionery,Belgium (BE),Home Office / Border Force
ICID00034563,2019-05-04,CHEMET,N/A,United Kingdom (GB),Fire Services
ICID00034564,2019-05-04,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,United Kingdom (GB),General Public
ICID00034565,2019-05-05,CHEMET,N/A,United Kingdom (GB),Fire Services
ICID00034566,2019-05-06,CHEMET,N/A,United Kingdom (GB),Fire Services
ICID00034567,2019-05-07,Clandestine Detection,Meat & Meat Products (other than poultry),France (FR),Home Office / Border Force
ICID00034568,2019-05-07,Labelling Absent / Incomplete / Incorrect,Non-Alcoholic Beverages,United Kingdom (GB),Administrative Assistance & Cooperation System (AAC)
ICID00034569,2019-05-03,Heavy Metals,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00034570,2019-05-07,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Food Standards Scotland (FSS)
ICID00034571,2019-05-07,Mycotoxins,Feed Materials,India (IN),Border Inspection Posts (BIPs)
ICID00034572,2019-05-07,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00034573,2019-05-03,Organoleptic Aspects,Dietetic Foods / Food Supplements / Fortified Foods,Uganda (UG),RASFF
ICID00034574,2019-05-07,Heavy Metals,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00034575,2019-05-07,Pathogenic Micro-Organisms,Milk & Milk Products,France (FR),RASFF
ICID00034576,2019-05-07,Clandestine Detection,Milk & Milk Products,France (FR),Home Office / Border Force
ICID00034577,2019-05-07,Novel Food,Fats & Oils,Sweden (SE),RASFF
ICID00034578,2019-05-07,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00034579,2019-05-08,Poor or Insufficient Controls,Fish & Fish Products,Chile (CL),Border Inspection Posts (BIPs)
ICID00034580,2019-05-08,Foreign Bodies,Fish & Fish Products,Bangladesh (BD),Local Authority
ICID00034581,2019-05-01,Non-Pathogenic Micro-Organisims,Milk & Milk Products,Spain (ES),Administrative Assistance & Cooperation System (AAC)
ICID00034582,2019-05-08,Allergens,Cereals & Bakery Products,United Kingdom (GB),Local Authority
ICID00034583,2019-05-09,TSE's ,Meat & Meat Products (other than poultry),France (FR),FSA Operations Group
ICID00034584,2019-05-09,Labelling Absent / Incomplete / Incorrect,Confectionery,United Kingdom (GB),EU Member States
ICID00034585,2019-05-09,Allergens,Prepared Dishes & Snacks,United Kingdom (GB),Local Authority
ICID00034586,2019-05-09,Allergens,Cereals & Bakery Products,Vietnam (VN),Industry
ICID00034587,2019-05-09,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00034588,2019-05-09,Pathogenic Micro-Organisms,Milk & Milk Products,France (FR),RASFF
ICID00034589,2019-05-10,Pathogenic Micro-Organisms,Fruits & Vegetables,United Kingdom (GB),Local Authority
ICID00034590,2019-05-10,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force
ICID00034591,2019-05-10,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),Administrative Assistance & Cooperation System (AAC)
ICID00034592,2019-05-10,Foreign Bodies,Confectionery,United Kingdom (GB),Local Authority
ICID00034594,2019-05-10,Clandestine Detection,Confectionery,Lithuania (LT),Home Office / Border Force
ICID00034595,2019-05-09,Labelling Absent / Incomplete / Incorrect,Milk & Milk Products,United Kingdom (GB),Local Authority
ICID00034596,2019-05-10,Chemical Contamination (other),Fish & Fish Products,United Kingdom (GB),RASFF
ICID00034597,2019-05-10,Mycotoxins,Herbs & Spices,India (IN),Border Inspection Posts (BIPs)
ICID00034598,2019-05-11,Poor or Insufficient Controls,Prepared Dishes & Snacks,United Kingdom (GB),Local Authority
ICID00034599,2019-05-11,Clandestine Detection,Milk & Milk Products,Belgium (BE),Home Office / Border Force
ICID00034600,2019-05-12,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00034601,2019-05-13,Pesticide Residues,Fruits & Vegetables,Uganda (UG),Border Inspection Posts (BIPs)
ICID00034602,2019-05-13,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs)
ICID00034603,2019-05-13,Pesticide Residues,Fruits & Vegetables,Pakistan (PK),Border Inspection Posts (BIPs)
ICID00034604,2019-05-09,Pathogenic Micro-Organisms,Fruits & Vegetables,United Kingdom (GB),Local Authority
ICID00034605,2019-05-13,Packaging Defective / Incorrect,Meat & Meat Products (other than poultry),Australia (AU),Port Health Authority (PHA)
ICID00034606,2019-05-13,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00034607,2019-05-13,Foreign Bodies,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00034608,2019-05-10,Allergens,Confectionery,United Kingdom (GB),General Public
ICID00034609,2019-05-13,Labelling Absent / Incomplete / Incorrect,Fish & Fish Products,Nigeria (NG),Port Health Authority (PHA)
ICID00034610,2019-05-13,Labelling Absent / Incomplete / Incorrect,Nuts / Nut Products / Seeds,Nigeria (NG),Port Health Authority (PHA)
ICID00034612,2019-05-10,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),United Kingdom (GB),FSA Operations Group
ICID00034613,2019-05-13,Allergens,Herbs & Spices,Madagascar (MG),EU Member States
ICID00034614,2019-05-13,CHEMET,N/A,United Kingdom (GB),Fire Services
ICID00034615,2019-05-14,Chemical Contamination (other),Meat & Meat Products (other than poultry),United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00034616,2019-05-14,Pathogenic Micro-Organisms,Animal by-Products,United Kingdom (GB),Animal & Plant Health Agency (APHA)
ICID00034617,2019-05-14,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,United Kingdom (GB),EU Member States
ICID00034618,2019-05-14,Heavy Metals,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00034619,2019-05-14,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Food Standards Scotland (FSS)
ICID00034620,2019-05-14,Allergens,Meat & Meat Products (other than poultry),United Kingdom (GB),Local Authority
ICID00034621,2019-05-14,Migration,Food Contact Materials,China (CX),Border Inspection Posts (BIPs)
ICID00034622,2019-05-15,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Netherlands (NL),Industry
ICID00034623,2019-05-15,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Austria (AT),RASFF
ICID00034624,2019-05-15,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Brazil (BR),Border Inspection Posts (BIPs)
ICID00034625,2019-05-15,Allergens,Soups / Broths / Sauces & Condiments,United Kingdom (GB),Industry
ICID00034626,2019-05-15,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Veterinary Medicines Directorate
ICID00034628,2019-05-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Austria (AT),RASFF
